OriginalZip,CalendarYearIssued,Issuedmonth,Total_NewConstructions,Total_RemodelsRepairs,TotalCost_NewConstructions,TotalCost_RemodelRepairs
78734,1999,2,0,1,0,35800
78734,1999,3,0,1,0,149506
78734,1999,6,1,0,170000,0
78734,1999,7,0,1,0,0
78734,1999,9,1,0,25500,0
78734,2000,3,0,1,0,9900
78734,2000,4,1,0,75000,0
78734,2000,7,1,0,35000,0
78734,2000,8,0,1,0,4000
78734,2000,10,0,1,0,0
78734,2000,11,1,0,200000,0
78734,2001,2,1,0,125000,0
78734,2001,3,0,3,0,20000
78734,2001,6,0,1,0,0
78734,2001,9,0,1,0,165000
78734,2002,1,0,1,0,40000
78734,2002,2,0,1,0,8000
78734,2002,3,0,1,0,0
78734,2002,5,1,1,175000,500
78734,2002,8,0,1,0,0
78734,2003,1,0,1,0,0
78734,2003,3,1,0,109780,0
78734,2004,3,0,1,0,3000
78734,2004,4,1,1,268000,700
78734,2004,5,1,0,0,0
78734,2004,9,1,0,0,0
78734,2004,11,0,1,0,98000
78734,2005,5,1,0,953000,0
78734,2005,6,0,1,0,230000
78734,2005,10,0,1,0,0
78734,2005,12,0,1,0,220000
78734,2006,4,1,0,281000,0
78734,2006,6,0,2,0,29000
78734,2006,7,0,1,0,800
78734,2006,8,0,2,0,52000
78734,2006,9,3,0,150000,0
78734,2007,1,3,0,860000,0
78734,2007,3,1,0,290000,0
78734,2007,9,0,2,0,100023
78734,2007,11,1,0,281000,0
78734,2008,7,1,0,400,0
78734,2009,7,0,1,0,0
78734,2009,10,0,1,0,500
78734,2010,1,1,0,1540000,0
78734,2010,5,1,0,108000,0
78734,2010,8,3,0,162880,0
78734,2010,9,1,0,10000,0
78734,2010,11,1,0,10000,0
78734,2010,12,1,1,60000,87000
78734,2011,1,1,4,20000,18000
78734,2011,2,1,0,20000,0
78734,2011,3,1,0,210000,0
78734,2011,5,0,1,0,0
78734,2011,6,1,0,517295,0
78734,2011,7,1,0,80000,0
78734,2011,9,0,1,0,28000
78734,2011,10,0,1,0,1045000
78734,2011,11,1,0,85000,0
78734,2011,12,1,0,188500,0
78734,2012,2,2,2,32800,34500
78734,2012,3,1,1,45000,5000
78734,2012,6,0,1,0,0
78734,2012,7,1,0,35000,0
78734,2012,8,0,1,0,6000
78734,2012,12,0,3,0,188046
78734,2013,4,0,1,0,25000
78734,2013,6,1,0,440000,0
78734,2013,7,1,2,200000,95800
78734,2013,8,3,0,1480000,0
78734,2013,9,0,1,0,129006
78734,2013,10,0,1,0,150000
78734,2013,11,0,1,0,5000
78734,2014,1,0,2,0,500000
78734,2014,2,3,0,280000,0
78734,2014,4,1,0,10000,0
78734,2014,7,2,0,670000,0
78734,2014,8,1,0,85000,0
78734,2014,9,1,0,100000,0
78734,2014,12,2,0,617000,0
78734,2015,1,2,0,180000,0
78734,2015,2,2,0,390000,0
78734,2015,7,2,0,125000,0
78734,2015,8,2,0,915000,0
78734,2015,9,0,1,0,50000
78734,2015,10,0,1,0,205000
78734,2015,11,1,0,600000,0
78734,2016,2,1,0,63500,0
78734,2016,3,1,0,90000,0
78734,2016,4,0,1,0,5500
78734,2016,8,1,0,65000,0
78734,2016,10,0,1,0,4600
78734,2017,4,1,0,45000,0
78734,2017,6,0,1,0,15000
78734,2017,7,0,1,0,8000
78734,2017,8,0,1,0,60000
78734,2017,12,1,0,812000,0
78735,1996,1,3,0,367865,0
78735,1996,2,9,1,1288833,3000
78735,1996,3,20,0,2510132,0
78735,1996,4,16,0,1744171,0
78735,1996,5,15,0,1885742,0
78735,1996,6,31,1,4409134,5100
78735,1996,7,25,3,3114096,6200
78735,1996,8,31,2,3876175,3250
78735,1996,9,9,5,990308,3100
78735,1996,10,25,3,3474815,36200
78735,1996,11,10,1,1429523,2000
78735,1996,12,26,2,1250920,8955
78735,1997,1,14,4,1542884,9000
78735,1997,2,15,7,1900605,190044
78735,1997,3,22,2,3100897,6500
78735,1997,4,27,2,3260971,9300
78735,1997,5,18,2,2001400,2850
78735,1997,6,17,2,1845952,15400
78735,1997,7,17,1,2379529,0
78735,1997,8,20,1,2118790,30000
78735,1997,9,14,3,1504709,24000
78735,1997,10,7,2,871922,5000
78735,1997,11,8,1,987344,43355
78735,1997,12,6,1,636283,2500
78735,1998,1,11,1,1033827,600
78735,1998,2,15,2,1651444,20500
78735,1998,3,34,6,4191450,27700
78735,1998,4,46,2,4527756,3000
78735,1998,5,19,1,2401302,8950
78735,1998,6,22,1,2539281,65000
78735,1998,7,28,1,3288943,4000
78735,1998,8,37,0,5553605,0
78735,1998,9,22,0,2131075,0
78735,1998,10,17,0,1878793,0
78735,1998,11,17,1,1882253,11343
78735,1998,12,16,2,1779419,3000
78735,1999,1,18,0,2262399,0
78735,1999,2,23,0,3763708,0
78735,1999,3,18,1,1796889,500
78735,1999,4,13,0,1495911,0
78735,1999,5,20,3,2147139,23015
78735,1999,6,23,1,2658826,0
78735,1999,7,10,1,1117857,0
78735,1999,8,9,0,1176845,0
78735,1999,9,5,0,610100,0
78735,1999,11,2,0,172000,0
78735,1999,12,3,1,258000,0
78735,2000,1,9,0,893452,0
78735,2000,2,0,1,0,2775
78735,2000,3,14,3,1533194,7450
78735,2000,4,24,0,3095264,0
78735,2000,5,3,0,348171,0
78735,2000,6,0,1,0,10000
78735,2000,7,15,0,2065289,0
78735,2000,8,1,0,139700,0
78735,2000,11,0,1,0,30000
78735,2000,12,0,1,0,4800
78735,2001,1,1,0,75000,0
78735,2001,2,1,0,265000,0
78735,2001,3,1,1,47500,0
78735,2001,4,2,1,555000,125000
78735,2001,5,3,1,815000,11000
78735,2001,7,1,0,285000,0
78735,2001,8,3,0,825000,0
78735,2001,9,1,1,280000,30800
78735,2001,10,1,0,2000,0
78735,2001,11,1,0,280000,0
78735,2001,12,1,0,161173,0
78735,2002,1,3,0,409951,0
78735,2002,2,0,2,0,42000
78735,2002,3,1,1,163440,145000
78735,2002,4,14,0,1692890,0
78735,2002,5,9,1,1437785,30000
78735,2002,6,9,0,1597381,0
78735,2002,7,2,1,292691,5000
78735,2002,8,7,1,1114457,49590
78735,2002,9,7,1,1366937,2000
78735,2002,10,5,0,982493,0
78735,2002,11,4,2,1535880,57500
78735,2002,12,1,0,157130,0
78735,2003,1,8,0,2094863,0
78735,2003,2,5,0,507620,0
78735,2003,3,14,7,3210917,53140
78735,2003,4,3,1,552725,15000
78735,2003,5,8,1,1593838,0
78735,2003,6,14,6,4430151,185188
78735,2003,7,13,1,2452132,500
78735,2003,8,2,4,720884,42930
78735,2003,9,5,1,2072657,20000
78735,2003,10,8,1,1060350,8200
78735,2003,11,7,0,1638942,0
78735,2003,12,6,9,1056977,194828
78735,2004,1,9,1,1347552,40000
78735,2004,2,6,1,2377845,0
78735,2004,3,6,1,1137442,6500
78735,2004,4,16,0,2903578,0
78735,2004,5,10,1,1057385,500
78735,2004,6,10,0,3003835,0
78735,2004,7,3,3,1775704,12150
78735,2004,8,7,0,2123280,0
78735,2004,9,9,3,2775845,126000
78735,2004,10,6,2,1604930,8800
78735,2004,11,7,0,1555204,0
78735,2004,12,11,2,1484939,30500
78735,2005,1,10,1,8049655,40000
78735,2005,2,15,2,4360728,76250
78735,2005,3,7,2,2884746,86900
78735,2005,4,16,3,3469025,62300
78735,2005,5,16,0,2127525,0
78735,2005,6,28,2,4575115,119637
78735,2005,7,5,2,1433015,70000
78735,2005,8,6,0,2247135,0
78735,2005,9,13,1,4748540,15547
78735,2005,10,7,0,3084784,0
78735,2005,11,15,3,4429220,5900
78735,2005,12,15,1,3085822,3000
78735,2006,1,11,0,1483654,0
78735,2006,2,2,0,1408194,0
78735,2006,3,25,5,3861894,5400
78735,2006,4,18,10,4882198,850
78735,2006,5,17,10,3906113,106295
78735,2006,6,23,4,6495479,29102
78735,2006,7,1,2,156466,35179
78735,2006,8,9,1,2601497,7160
78735,2006,9,11,2,2802430,41585
78735,2006,10,13,2,2054452,15000
78735,2006,11,8,1,2804223,28470
78735,2006,12,10,0,1580424,0
78735,2007,1,8,1,1394055,4500
78735,2007,2,5,0,737946,0
78735,2007,3,8,1,2162156,0
78735,2007,4,9,3,3760431,14000
78735,2007,5,5,2,2255527,30900
78735,2007,6,7,2,1220983,32800
78735,2007,7,14,1,1973516,4000
78735,2007,8,3,0,487135,0
78735,2007,9,12,1,1980839,41680
78735,2007,10,6,3,748743,32000
78735,2007,11,5,3,570496,101840
78735,2007,12,2,0,401279,0
78735,2008,1,10,2,1818462,109462
78735,2008,2,6,0,753397,0
78735,2008,3,2,0,200000,0
78735,2008,4,6,3,843071,96500
78735,2008,5,12,3,1919418,32623
78735,2008,6,6,1,941653,5500
78735,2008,7,3,3,360000,18117
78735,2008,8,3,2,319852,182582
78735,2008,9,2,0,330000,0
78735,2008,10,5,3,597953,37900
78735,2008,11,1,0,32000,0
78735,2008,12,2,1,238735,0
78735,2009,1,4,4,558350,20729
78735,2009,2,3,1,374200,5000
78735,2009,3,3,2,464318,82000
78735,2009,4,1,0,129555,0
78735,2009,5,4,4,452163,176239
78735,2009,6,1,5,42000,36450
78735,2009,7,9,5,2137251,44408
78735,2009,8,1,2,124240,33350
78735,2009,9,1,5,30000,50460
78735,2009,10,1,4,124240,18798
78735,2009,11,4,2,241930,48810
78735,2009,12,1,1,159640,0
78735,2010,1,1,2,55000,32395
78735,2010,2,4,4,431865,148000
78735,2010,3,6,6,809240,169275
78735,2010,4,9,6,1016040,115306
78735,2010,5,1,2,90000,9500
78735,2010,6,5,2,409550,20000
78735,2010,7,11,2,902115,11900
78735,2010,8,8,4,411222,88245
78735,2010,9,4,4,516380,57100
78735,2010,10,2,5,68143,25056
78735,2010,11,2,6,64650,69674
78735,2010,12,4,4,245415,27504
78735,2011,1,2,6,107450,187928
78735,2011,2,1,5,50000,369250
78735,2011,3,13,5,870360,59360
78735,2011,4,9,9,844495,149836
78735,2011,5,4,3,228315,28700
78735,2011,6,1,4,100000,75500
78735,2011,7,9,7,528055,82004
78735,2011,8,4,3,269370,83500
78735,2011,9,18,4,1322170,176755
78735,2011,10,2,1,59800,48000
78735,2011,11,6,5,409043,23993
78735,2011,12,5,7,362285,73070
78735,2012,1,0,4,0,54380
78735,2012,2,8,3,481795,24150
78735,2012,3,10,6,723750,32145
78735,2012,4,4,4,418140,61371
78735,2012,5,7,7,125500,165930
78735,2012,6,10,3,936800,20710
78735,2012,7,8,2,479278,89468
78735,2012,8,12,6,1166900,132974
78735,2012,9,5,4,150000,34004
78735,2012,10,8,8,842650,75949
78735,2012,11,0,4,0,54164
78735,2012,12,0,3,0,15381
78735,2013,1,0,4,0,9797
78735,2013,2,2,3,155000,2762
78735,2013,3,4,8,126200,240236
78735,2013,4,0,10,0,358238
78735,2013,5,0,1,0,35000
78735,2013,6,0,4,0,202800
78735,2013,7,4,6,273450,207861
78735,2013,8,4,10,448850,106859
78735,2013,9,1,3,65000,65500
78735,2013,10,1,9,43000,180613
78735,2013,11,0,2,0,20334
78735,2013,12,1,2,4000,25200
78735,2014,1,0,4,0,180194
78735,2014,2,1,5,17500,130428
78735,2014,3,2,5,80200,86752
78735,2014,4,3,7,110000,67470
78735,2014,5,2,4,78525,174410
78735,2014,6,2,3,110000,50950
78735,2014,7,1,3,95393,85403
78735,2014,8,1,6,45000,90496
78735,2014,9,1,4,30000,161500
78735,2014,10,2,5,40000,129806
78735,2014,11,1,9,380000,74674
78735,2014,12,0,4,0,83392
78735,2015,1,2,4,70000,63994
78735,2015,2,0,4,0,126242
78735,2015,3,7,4,308000,18531
78735,2015,4,2,4,102000,49344
78735,2015,5,1,2,30000,800
78735,2015,6,1,4,30000,41667
78735,2015,7,1,5,160000,291400
78735,2015,8,2,5,72000,107300
78735,2015,9,1,4,25000,31583
78735,2015,10,0,7,0,400200
78735,2015,11,1,4,85000,140460
78735,2015,12,0,3,0,55057
78735,2016,1,0,3,0,46182
78735,2016,2,1,4,24312,111572
78735,2016,3,3,5,78088,105899
78735,2016,4,2,6,80000,192109
78735,2016,5,2,9,80000,389563
78735,2016,6,1,5,420000,61960
78735,2016,7,0,5,0,40987
78735,2016,8,0,4,0,3694
78735,2016,9,1,2,60000,181000
78735,2016,10,1,3,43000,118041
78735,2016,11,1,2,50000,735363
78735,2016,12,0,8,0,79114
78735,2017,1,2,8,259025,208197
78735,2017,2,3,0,671707,0
78735,2017,3,0,2,0,5600
78735,2017,4,27,4,4086730,29207
78735,2017,5,11,4,2375977,44540
78735,2017,6,0,2,0,9198
78735,2017,7,1,2,384109,8755
78735,2017,8,1,2,354258,13450
78735,2017,9,7,5,2305959,185385
78735,2017,10,3,1,13796,4254
78735,2017,11,3,6,1149041,146926
78735,2017,12,6,4,958536,104227
78735,2018,1,1,6,365138,62978
78735,2018,2,2,6,130000,317246
78735,2018,3,2,7,773788,112611
78735,2018,4,6,10,2266164,180530
78735,2018,5,36,10,7191462,179323
78736,1996,4,0,1,0,74000
78736,1996,5,2,1,235000,2600
78736,1996,6,2,1,135000,14000
78736,1996,9,0,1,0,14690
78736,1996,12,0,1,0,12000
78736,1997,2,0,1,0,14700
78736,1997,7,0,1,0,900
78736,1998,4,0,1,0,2495
78736,1998,6,0,2,0,16723
78736,1998,8,1,0,104946,0
78736,1998,11,3,0,400000,0
78736,1998,12,1,0,60000,0
78736,1999,2,3,0,486000,0
78736,1999,3,2,0,70172,0
78736,1999,5,2,0,300000,0
78736,1999,6,5,0,886000,0
78736,1999,7,4,0,698000,0
78736,1999,8,0,1,0,55000
78736,1999,9,1,0,0,0
78736,1999,10,3,0,522000,0
78736,1999,11,5,0,780200,0
78736,1999,12,2,1,265500,77200
78736,2000,1,3,1,544000,12200
78736,2000,2,0,2,0,0
78736,2000,3,2,0,185254,0
78736,2000,4,2,0,356982,0
78736,2000,5,0,1,0,77200
78736,2000,6,1,0,186019,0
78736,2001,3,0,1,0,35000
78736,2001,7,1,1,80000,0
78736,2001,10,0,1,0,15000
78736,2002,1,0,1,0,17491
78736,2002,3,1,0,186000,0
78736,2002,4,2,1,163009,5250
78736,2002,5,3,0,482023,0
78736,2002,6,7,1,1197883,90000
78736,2002,7,3,0,530505,0
78736,2002,8,5,1,881967,2000
78736,2002,9,2,1,381818,30000
78736,2002,10,5,2,869484,4500
78736,2002,11,6,1,743917,95000
78736,2002,12,6,2,697467,5500
78736,2003,1,8,0,1099386,0
78736,2003,2,3,1,483357,40000
78736,2003,3,5,1,921117,1500
78736,2003,4,5,2,911768,26000
78736,2003,5,3,0,590324,0
78736,2003,6,7,3,1173678,14160
78736,2003,7,8,1,1066082,5100
78736,2003,8,0,2,0,18068
78736,2003,9,8,3,1279832,185118
78736,2003,10,1,1,160176,2304
78736,2003,11,2,3,306002,13080
78736,2003,12,5,1,922821,460
78736,2004,1,3,0,523976,0
78736,2004,2,1,0,155027,0
78736,2004,3,2,0,358526,0
78736,2004,4,3,0,562727,0
78736,2004,5,2,0,306612,0
78736,2004,6,2,0,315966,0
78736,2004,7,4,1,713173,0
78736,2004,8,4,0,640033,0
78736,2004,9,3,1,499365,3300
78736,2004,10,5,2,744806,0
78736,2004,11,4,2,804583,6880
78736,2004,12,10,0,2548972,0
78736,2005,1,6,0,1002103,0
78736,2005,2,2,0,452709,0
78736,2005,3,3,5,620584,68350
78736,2005,4,8,0,1341491,0
78736,2005,5,11,2,2843481,0
78736,2005,6,12,4,2930167,10500
78736,2005,7,11,7,2520089,8000
78736,2005,8,6,3,748295,13000
78736,2005,9,10,0,1984033,0
78736,2005,10,11,1,2574296,2300
78736,2005,11,7,2,1661614,5000
78736,2005,12,12,0,4242795,0
78736,2006,1,4,0,1164852,0
78736,2006,2,6,0,1611948,0
78736,2006,3,4,3,966015,300
78736,2006,4,3,10,756674,18400
78736,2006,5,4,4,900390,750
78736,2006,6,4,0,901483,0
78736,2006,7,5,3,866281,0
78736,2006,8,8,0,2166312,0
78736,2006,9,5,0,1070342,0
78736,2006,10,6,0,1163791,0
78736,2006,11,4,0,1006062,0
78736,2007,1,1,0,10204,0
78736,2007,2,1,0,219142,0
78736,2007,3,1,0,65000,0
78736,2007,4,5,0,685000,0
78736,2007,5,0,1,0,3222
78736,2007,6,1,2,260000,41500
78736,2007,7,3,1,521755,12400
78736,2007,8,1,1,224000,6655
78736,2007,10,1,0,224000,0
78736,2007,11,3,0,335000,0
78736,2007,12,0,1,0,1500
78736,2008,1,1,0,180000,0
78736,2008,2,2,1,350500,5660
78736,2008,3,4,0,360000,0
78736,2008,4,0,1,0,1260
78736,2008,5,2,0,40500,0
78736,2008,6,0,2,0,15800
78736,2008,7,0,3,0,10884
78736,2008,9,0,1,0,2000
78736,2009,2,0,3,0,3500
78736,2009,3,0,2,0,19450
78736,2009,5,1,4,90000,18710
78736,2009,6,2,1,115000,3479
78736,2009,8,3,0,237000,0
78736,2009,10,0,2,0,12873
78736,2009,11,0,2,0,11877
78736,2009,12,1,1,52000,3300
78736,2010,2,2,2,364000,37452
78736,2010,3,0,3,0,47106
78736,2010,4,0,2,0,8183
78736,2010,6,0,2,0,5180
78736,2010,7,2,0,14000,0
78736,2010,8,2,1,75000,1500
78736,2010,9,0,1,0,2000
78736,2010,10,2,1,126500,500
78736,2010,11,1,2,90000,68100
78736,2011,1,0,2,0,13798
78736,2011,2,2,2,500000,12453
78736,2011,3,1,2,180608,85000
78736,2011,4,0,1,0,900
78736,2011,5,0,5,0,62750
78736,2011,6,3,2,183500,8100
78736,2011,7,0,1,0,52000
78736,2011,8,0,3,0,51825
78736,2011,9,1,3,35000,27000
78736,2011,10,2,1,117265,1630
78736,2011,11,0,4,0,10898
78736,2011,12,1,3,14000,18179
78736,2012,1,1,0,70000,0
78736,2012,2,2,0,536489,0
78736,2012,3,0,4,0,14512
78736,2012,5,1,0,250000,0
78736,2012,6,0,2,0,120500
78736,2012,7,0,3,0,64000
78736,2012,8,2,0,500000,0
78736,2012,9,3,4,398700,24614
78736,2012,10,2,4,205000,3173
78736,2012,11,0,1,0,0
78736,2013,2,1,2,37000,8978
78736,2013,4,2,2,408870,23700
78736,2013,5,0,4,0,30151
78736,2013,6,0,2,0,9817
78736,2013,7,0,2,0,5203
78736,2013,8,0,2,0,2200
78736,2013,9,1,2,45000,8664
78736,2013,10,0,3,0,7628
78736,2013,11,0,2,0,14880
78736,2013,12,0,6,0,41175
78736,2014,1,0,1,0,750
78736,2014,2,0,2,0,10225
78736,2014,3,1,1,60000,60000
78736,2014,4,1,2,59700,11808
78736,2014,5,2,3,328000,24876
78736,2014,6,0,2,0,6361
78736,2014,7,0,5,0,15122
78736,2014,8,0,3,0,250535
78736,2014,9,0,2,0,9248
78736,2014,10,0,1,0,261640
78736,2014,11,1,3,125000,51686
78736,2014,12,0,2,0,9628
78736,2015,1,0,3,0,17158
78736,2015,2,1,3,219824,19418
78736,2015,3,1,3,205000,42292
78736,2015,4,1,4,45000,77030
78736,2015,5,1,3,20500,7595
78736,2015,6,3,0,2012805,0
78736,2015,7,4,3,2270330,12349
78736,2015,8,1,0,590150,0
78736,2015,9,2,1,330000,8000
78736,2015,10,0,3,0,4157
78736,2015,11,2,2,1333468,21316
78736,2015,12,3,1,1260018,57
78736,2016,1,2,2,768076,11900
78736,2016,2,2,0,1202007,0
78736,2016,3,2,2,654081,34259
78736,2016,4,0,1,0,17770
78736,2016,5,1,2,643241,21000
78736,2016,6,1,1,635304,8400
78736,2016,7,0,1,0,110000
78736,2016,8,1,2,691493,21245
78736,2016,9,0,6,0,58247
78736,2016,10,1,2,580559,13429
78736,2016,11,1,3,552354,130560
78736,2016,12,1,1,615673,24459
78736,2017,1,4,1,1145307,23210
78736,2017,2,4,2,742200,22580
78736,2017,3,7,4,2423406,108243
78736,2017,4,1,5,30000,55086
78736,2017,5,3,0,558330,0
78736,2017,6,6,2,1240374,12068
78736,2017,7,5,2,1569524,15060
78736,2017,8,8,1,1863780,9750
78736,2017,9,4,0,455580,0
78736,2017,10,1,2,272690,26214
78736,2017,11,9,3,2744416,113592
78736,2017,12,2,4,371525,52616
78736,2018,1,3,3,541200,28366
78736,2018,2,3,2,580745,22062
78736,2018,3,6,4,1369859,32072
78736,2018,4,2,5,262558,26828
78736,2018,5,6,3,1021125,20580
78737,2001,9,1,0,25000,0
78737,2001,11,3,0,550000,0
78737,2001,12,3,0,551921,0
78737,2002,1,4,0,768597,0
78737,2002,3,3,0,608437,0
78737,2002,4,3,0,597893,0
78737,2002,6,2,1,345249,500
78737,2002,7,2,0,377179,0
78737,2002,8,2,0,431756,0
78737,2002,9,3,0,591357,0
78737,2002,10,1,0,209685,0
78737,2002,12,3,0,582767,0
78737,2003,1,2,0,400995,0
78737,2003,2,1,0,0,0
78737,2003,3,5,0,930713,0
78737,2003,4,4,0,781018,0
78737,2003,5,1,0,161155,0
78737,2003,7,1,0,180373,0
78737,2003,8,2,0,353843,0
78737,2003,9,1,0,123000,0
78737,2003,10,3,0,375297,0
78737,2003,11,1,0,264790,0
78737,2003,12,1,0,173607,0
78737,2004,1,1,0,216101,0
78737,2004,5,1,0,219895,0
78737,2004,6,1,1,188947,0
78737,2005,8,0,1,0,0
78737,2005,10,0,1,0,0
78737,2005,12,0,1,0,0
78737,2006,5,1,0,4500,0
78737,2006,9,0,1,0,180593
78737,2007,1,1,0,20000,0
78737,2008,3,2,0,110000,0
78737,2008,5,1,0,170000,0
78737,2008,6,2,0,110000,0
78737,2008,9,0,1,0,35000
78737,2009,5,2,0,177000,0
78737,2010,3,0,1,0,6200
78737,2011,2,1,0,415000,0
78737,2011,12,2,0,314000,0
78737,2012,1,1,0,27000,0
78737,2012,4,1,0,270000,0
78737,2012,8,0,1,0,0
78737,2013,1,1,0,10000,0
78737,2013,2,1,0,51620,0
78737,2013,9,0,1,0,82500
78737,2014,7,0,1,0,19807
78737,2017,9,1,1,50000,2000
78738,1996,1,0,1,0,0
78738,1996,2,0,1,0,0
78738,1996,6,0,2,0,1000
78738,1996,10,0,1,0,0
78738,1997,1,0,1,0,0
78738,1997,6,0,1,0,0
78738,1998,1,0,1,0,0
78738,1998,3,0,1,0,500
78738,1998,9,0,1,0,0
78738,2002,3,0,1,0,0
78738,2002,4,0,1,0,0
78738,2003,4,0,1,0,0
78738,2005,5,0,1,0,0
78739,1998,1,19,0,2310995,0
78739,1998,2,19,0,3382634,0
78739,1998,3,13,0,1796702,0
78739,1998,4,21,1,3363851,2000
78739,1998,5,27,0,3714731,0
78739,1998,6,18,2,2205327,104000
78739,1998,7,23,2,3080631,31687
78739,1998,8,15,0,2039170,0
78739,1998,9,15,0,1622726,0
78739,1998,10,14,2,1935304,40000
78739,1998,11,12,1,1281814,2500
78739,1998,12,14,1,1792207,2500
78739,1999,1,10,2,1234390,3825
78739,1999,2,17,4,2304168,16580
78739,1999,3,16,1,1743450,3600
78739,1999,4,27,2,3631079,9900
78739,1999,5,17,1,1894024,0
78739,1999,6,17,0,2024945,0
78739,1999,7,16,0,1978752,0
78739,1999,8,16,1,1870431,23460
78739,1999,9,12,0,1306264,0
78739,1999,10,12,0,1483856,0
78739,1999,11,11,0,1065180,0
78739,1999,12,13,0,1529225,0
78739,2000,1,6,3,619938,0
78739,2000,2,7,0,1003809,0
78739,2000,3,6,1,752253,2500
78739,2000,4,17,1,2166415,5000
78739,2000,5,5,1,746637,0
78739,2000,6,15,0,1991975,0
78739,2000,7,4,1,564610,0
78739,2000,8,10,2,1662708,18000
78739,2000,9,4,0,599086,0
78739,2000,10,6,0,778346,0
78739,2000,11,10,0,1370055,0
78739,2000,12,13,1,1716201,125000
78739,2001,1,14,0,2084180,0
78739,2001,2,7,0,897234,0
78739,2001,3,7,1,830406,3632
78739,2001,5,13,0,1811740,0
78739,2001,6,4,0,577408,0
78739,2001,7,16,1,1878765,45300
78739,2001,8,9,0,1347966,0
78739,2001,9,5,0,807730,0
78739,2001,10,7,0,1184467,0
78739,2001,11,7,0,1255991,0
78739,2001,12,5,1,561495,22500
78739,2002,1,8,0,956191,0
78739,2002,2,16,1,1992014,10285
78739,2002,3,26,2,4140916,56425
78739,2002,4,21,2,2202568,2500
78739,2002,5,24,1,2911680,2000
78739,2002,6,23,1,3463576,4850
78739,2002,7,18,1,2620589,7500
78739,2002,8,19,1,2587573,7500
78739,2002,9,13,1,1675004,3600
78739,2002,10,33,0,4420989,0
78739,2002,11,5,2,1005273,1600
78739,2002,12,38,0,5950516,0
78739,2003,1,33,0,4972784,0
78739,2003,2,17,1,2316097,5000
78739,2003,3,50,2,6418048,5300
78739,2003,4,31,1,6264482,0
78739,2003,5,41,0,5355026,0
78739,2003,6,33,1,4689771,2500
78739,2003,7,53,2,6733832,33600
78739,2003,8,24,1,3269932,23694
78739,2003,9,27,1,3252299,75000
78739,2003,10,42,11,6488890,60000
78739,2003,11,10,2,1553331,17270
78739,2003,12,17,2,2781936,1500
78739,2004,1,37,4,4709591,36000
78739,2004,2,38,1,5135215,4000
78739,2004,3,23,1,3731704,92000
78739,2004,4,34,0,4485552,0
78739,2004,5,25,0,4033166,0
78739,2004,6,36,3,4578734,145420
78739,2004,7,28,3,4590825,2000
78739,2004,8,25,2,4061574,37000
78739,2004,9,20,4,3007736,36752
78739,2004,10,20,0,3097257,0
78739,2004,11,13,0,2576818,0
78739,2004,12,22,0,4199957,0
78739,2005,1,23,4,3696970,147800
78739,2005,2,32,4,5244294,47000
78739,2005,3,22,1,3499436,0
78739,2005,4,36,2,6414857,27000
78739,2005,5,57,1,9532368,12800
78739,2005,6,46,1,7072686,4655
78739,2005,7,36,2,5891360,64000
78739,2005,8,38,2,6385738,188570
78739,2005,9,26,1,4282339,80000
78739,2005,10,20,2,3346916,29800
78739,2005,11,29,0,4579358,0
78739,2005,12,47,0,8146081,0
78739,2006,1,25,0,4222927,0
78739,2006,2,27,0,4091750,0
78739,2006,3,41,20,6034674,10110
78739,2006,4,36,20,6189860,13220
78739,2006,5,50,14,8039653,3842
78739,2006,6,46,1,8661430,150
78739,2006,7,17,0,2956734,0
78739,2006,8,55,1,13731809,700
78739,2006,9,56,0,9356314,0
78739,2006,10,19,1,2532345,15000
78739,2006,11,30,1,4940415,3000
78739,2006,12,20,2,3229252,81700
78739,2007,1,14,1,2382983,14000
78739,2007,2,28,2,5328790,45500
78739,2007,3,26,1,4031244,22000
78739,2007,4,34,4,5168975,28557
78739,2007,5,27,0,3604705,0
78739,2007,6,33,3,4292471,132700
78739,2007,7,21,2,3022453,163725
78739,2007,8,25,1,3803004,10000
78739,2007,9,20,0,3279266,0
78739,2007,10,25,1,4194588,24000
78739,2007,11,12,1,2141224,0
78739,2007,12,8,1,1108802,13095
78739,2008,1,18,0,2302238,0
78739,2008,2,17,3,2575133,82195
78739,2008,3,21,2,2315394,121000
78739,2008,4,19,1,2362204,6592
78739,2008,5,23,2,3552189,9500
78739,2008,6,32,1,4690414,33250
78739,2008,7,37,3,4934613,27422
78739,2008,8,32,2,4702537,20200
78739,2008,9,17,1,2595493,25000
78739,2008,10,10,0,1348577,0
78739,2008,11,6,3,1216244,39039
78739,2008,12,11,1,1885297,25200
78739,2009,1,7,0,894202,0
78739,2009,2,6,1,570121,107332
78739,2009,3,11,3,1783237,30181
78739,2009,4,14,4,1891702,67939
78739,2009,5,12,3,1908474,119500
78739,2009,6,14,6,1942412,74024
78739,2009,7,29,4,3916291,64792
78739,2009,8,11,3,1018525,26800
78739,2009,9,15,1,2452114,15750
78739,2009,10,9,2,1267729,16876
78739,2009,11,11,1,1936851,85000
78739,2009,12,11,4,2147750,31202
78739,2010,1,8,2,1353593,55900
78739,2010,2,7,0,1581059,0
78739,2010,3,12,4,1780402,40000
78739,2010,4,22,3,2985986,45000
78739,2010,5,13,1,1468907,3000
78739,2010,6,18,0,2241550,0
78739,2010,7,16,2,2936170,20800
78739,2010,8,12,3,1486976,35925
