OriginalZip,CalendarYearIssued,Issuedmonth,Total_NewConstructions,Total_RemodelsRepairs,TotalCost_NewConstructions,TotalCost_RemodelRepairs
78702,2004,4,5,5,371300,47050
78702,2004,5,10,5,713900,11500
78702,2004,6,7,7,389000,172982
78702,2004,7,6,10,466000,216088
78702,2004,8,11,12,955573,160024
78702,2004,9,12,6,590300,119853
78702,2004,10,3,5,290000,116260
78702,2004,11,3,13,230000,206454
78702,2004,12,2,4,146720,91850
78702,2005,1,2,9,200000,150900
78702,2005,2,8,16,813263,194200
78702,2005,3,7,8,544000,102000
78702,2005,4,4,8,315000,211628
78702,2005,5,9,9,625000,185900
78702,2005,6,22,10,1861570,177300
78702,2005,7,13,2,766600,15000
78702,2005,8,13,14,1148438,361044
78702,2005,9,8,12,772500,123800
78702,2005,10,8,8,450700,215300
78702,2005,11,22,7,2240050,155000
78702,2005,12,4,6,921000,198650
78702,2006,1,8,13,730000,265220
78702,2006,2,3,11,305000,190806
78702,2006,3,4,12,505000,191850
78702,2006,4,7,14,851000,227461
78702,2006,5,6,10,483000,147250
78702,2006,6,10,17,1610000,657950
78702,2006,7,12,4,1931244,9700
78702,2006,8,14,12,1886800,226900
78702,2006,9,10,13,1351050,441040
78702,2006,10,6,11,1373000,57900
78702,2006,11,12,8,1760400,95400
78702,2006,12,4,5,365500,140500
78702,2007,1,6,10,626000,113500
78702,2007,2,10,13,1119745,134350
78702,2007,3,10,13,904018,191309
78702,2007,4,15,16,1589707,610600
78702,2007,5,12,10,1734236,193420
78702,2007,6,10,14,1187734,393505
78702,2007,7,20,14,2341316,253000
78702,2007,8,12,12,1854521,231100
78702,2007,9,12,6,1641526,152100
78702,2007,10,10,12,1386264,134931
78702,2007,11,8,10,736000,54600
78702,2007,12,10,5,922271,81900
78702,2008,1,11,9,1178391,69500
78702,2008,2,6,8,562729,169723
78702,2008,3,7,9,770410,497000
78702,2008,4,13,13,1608041,199444
78702,2008,5,9,13,1232340,374488
78702,2008,6,5,17,535500,295600
78702,2008,7,3,14,399000,284157
78702,2008,8,4,13,290800,685325
78702,2008,9,6,12,223900,154115
78702,2008,10,4,14,233699,420568
78702,2008,11,1,7,190000,15000
78702,2008,12,2,13,160000,61884
78702,2009,1,2,22,348350,159601
78702,2009,2,2,13,150500,152012
78702,2009,3,4,16,348300,180509
78702,2009,4,4,22,107000,322720
78702,2009,5,5,14,215000,135310
78702,2009,6,5,20,422915,189415
78702,2009,7,2,10,173000,188650
78702,2009,8,8,19,602210,230544
78702,2009,9,4,9,226000,235500
78702,2009,10,2,17,142200,148095
78702,2009,11,4,8,294000,162800
78702,2009,12,5,20,377005,446480
78702,2010,1,4,15,120746,161783
78702,2010,2,3,20,433251,427397
78702,2010,3,1,18,154900,280644
78702,2010,4,8,27,853500,289451
78702,2010,5,5,23,476000,305435
78702,2010,6,5,27,425000,322508
78702,2010,7,8,12,441500,214000
78702,2010,8,3,22,328000,237791
78702,2010,9,2,21,145500,366935
78702,2010,10,6,15,556645,131200
78702,2010,11,6,22,426357,118475
78702,2010,12,2,19,129000,368897
78702,2011,1,5,17,563500,111340
78702,2011,2,8,19,871900,227000
78702,2011,3,13,26,918800,165771
78702,2011,4,6,18,651300,129490
78702,2011,5,7,21,1445000,75252
78702,2011,6,9,31,621200,557980
78702,2011,7,7,25,327000,289210
78702,2011,8,10,33,835100,139838
78702,2011,9,3,16,221500,135408
78702,2011,10,10,13,998000,494593
78702,2011,11,7,10,581200,138050
78702,2011,12,6,14,857500,251075
78702,2012,1,6,14,772285,130460
78702,2012,2,8,18,858500,148429
78702,2012,3,5,24,250000,375835
78702,2012,4,8,26,1259397,503077
78702,2012,5,18,23,1723307,433658
78702,2012,6,8,17,762500,167610
78702,2012,7,11,23,1262000,379715
78702,2012,8,12,19,1491000,150850
78702,2012,9,11,22,983700,759011
78702,2012,10,15,21,1967460,241741
78702,2012,11,1,15,75000,373719
78702,2012,12,6,17,833492,195367
78702,2013,1,6,19,920880,717385
78702,2013,2,14,15,1561000,221650
78702,2013,3,13,18,1035801,240200
78702,2013,4,23,22,3109052,426022
78702,2013,5,15,26,1398000,429150
78702,2013,6,14,18,1870233,190644
78702,2013,7,11,28,960000,265173
78702,2013,8,17,23,2538329,249000
78702,2013,9,20,11,3008000,105440
78702,2013,10,24,21,3644060,468879
78702,2013,11,22,16,3188000,342867
78702,2013,12,11,16,2984750,245840
78702,2014,1,9,27,1195900,287777
78702,2014,2,24,20,3651151,142797
78702,2014,3,13,25,1585000,337034
78702,2014,4,16,25,1740046,487463
78702,2014,5,24,19,2386686,166817
78702,2014,6,36,21,4382300,404603
78702,2014,7,17,12,2723000,221816
78702,2014,8,13,27,1937595,438650
78702,2014,9,22,32,2656692,630614
78702,2014,10,26,30,3771724,364436
78702,2014,11,4,17,368000,337285
78702,2014,12,15,19,1581800,114516
78702,2015,1,12,24,1612382,685414
78702,2015,2,13,15,1800000,744000
78702,2015,3,15,22,1513099,452153
78702,2015,4,25,21,3305000,484411
78702,2015,5,9,19,951283,158195
78702,2015,6,24,21,3522100,404859
78702,2015,7,33,30,4399000,1050488
78702,2015,8,24,35,3085100,1083130
78702,2015,9,13,15,2392929,388646
78702,2015,10,24,22,3057000,419549
78702,2015,11,14,17,1497650,436382
78702,2015,12,22,21,2526603,485547
78702,2016,1,28,23,2982000,835036
78702,2016,2,9,30,1382270,314033
78702,2016,3,32,45,4941346,1004149
78702,2016,4,30,38,4242420,1191910
78702,2016,5,37,24,5188000,564170
78702,2016,6,21,40,3548500,992214
78702,2016,7,14,23,1828000,291872
78702,2016,8,17,37,3224478,723602
78702,2016,9,13,25,2295250,519863
78702,2016,10,23,32,4334576,591896
78702,2016,11,16,23,2853000,436627
78702,2016,12,18,27,3758000,803105
78702,2017,1,21,40,4003545,1521162
78702,2017,2,25,19,3380921,597912
78702,2017,3,26,37,3717951,450037
78702,2017,4,15,31,2890000,1022327
78702,2017,5,25,32,4114000,441940
78702,2017,6,23,24,4377934,528668
78702,2017,7,19,29,2538625,824199
78702,2017,8,19,29,3014057,472053
78702,2017,9,24,28,3829898,1150846
78702,2017,10,22,22,3696750,938400
78702,2017,11,39,27,6029000,594241
78702,2017,12,29,29,5185000,570211
78702,2018,1,41,37,6536500,992530
78702,2018,2,22,29,2591799,1135747
78702,2018,3,26,35,3382200,1032875
78702,2018,4,12,32,1806900,420925
78702,2018,5,17,23,2548000,305791
78703,1996,1,3,6,445000,174343
78703,1996,2,3,13,386765,339350
78703,1996,3,1,8,750000,276950
78703,1996,4,8,16,1089454,810650
78703,1996,5,7,20,1247878,628773
78703,1996,6,2,10,270000,347651
78703,1996,7,2,14,65300,564180
78703,1996,8,2,11,510000,667920
78703,1996,9,1,9,163035,604500
78703,1996,10,3,9,331573,141215
78703,1996,11,3,9,580450,294872
78703,1996,12,0,3,0,220685
78703,1997,1,0,8,0,685200
78703,1997,2,9,13,1696770,1038950
78703,1997,3,7,9,1133820,703945
78703,1997,4,6,11,1043160,306493
78703,1997,5,1,8,0,202570
78703,1997,6,1,10,3000,145686
78703,1997,7,1,19,80000,505299
78703,1997,8,2,19,850000,751542
78703,1997,9,7,14,1365600,689800
78703,1997,10,2,9,198030,468024
78703,1997,11,2,9,50000,184932
78703,1997,12,1,11,370000,416121
78703,1998,1,1,8,120000,416750
78703,1998,2,12,9,289178,352800
78703,1998,3,1,14,104000,416700
78703,1998,4,3,20,623000,552859
78703,1998,5,0,16,0,1009800
78703,1998,6,5,21,2215000,930918
78703,1998,7,2,16,402000,798693
78703,1998,8,1,14,200000,970950
78703,1998,9,6,9,837750,430855
78703,1998,10,1,10,145000,576483
78703,1998,11,1,8,97000,379758
78703,1998,12,3,9,987732,586642
78703,1999,1,5,4,1066000,343400
78703,1999,2,3,13,119000,634064
78703,1999,3,2,15,155000,468742
78703,1999,4,1,11,213000,1209944
78703,1999,5,7,12,1977000,1053888
78703,1999,6,2,17,197108,629376
78703,1999,7,21,11,1022020,600598
78703,1999,8,3,5,1013828,127551
78703,1999,9,7,10,1041456,374644
78703,1999,10,5,8,2465000,404191
78703,1999,11,6,16,851500,1337968
78703,1999,12,3,8,950000,225294
78703,2000,1,3,11,870000,846156
78703,2000,2,3,6,1314214,176900
78703,2000,3,1,16,267356,1024300
78703,2000,4,5,18,493500,646204
78703,2000,5,3,10,765000,1001802
78703,2000,6,1,20,1100000,1276547
78703,2000,7,1,4,2000000,206044
78703,2000,8,1,8,200000,387294
78703,2000,9,2,8,1149327,280343
78703,2000,10,4,8,365000,1024084
78703,2000,11,2,10,710000,810857
78703,2000,12,3,10,1135000,1084523
78703,2001,1,3,8,1425000,499963
78703,2001,2,2,15,135000,1619793
78703,2001,3,6,11,1585762,635000
78703,2001,4,3,5,684229,466225
78703,2001,5,6,7,1017300,813800
78703,2001,6,6,11,1532487,441260
78703,2001,7,6,14,1419439,931959
78703,2001,8,4,8,759439,763825
78703,2001,9,1,3,190000,251700
78703,2001,10,1,8,51000,737681
78703,2001,11,1,9,460000,912750
78703,2001,12,4,6,1248043,435144
78703,2002,1,4,11,1952011,1110491
78703,2002,2,0,8,0,430750
78703,2002,3,4,15,245900,720412
78703,2002,4,3,12,527150,637533
78703,2002,5,3,15,3300000,1171119
78703,2002,6,8,17,2858497,1187020
78703,2002,7,4,7,910000,455700
78703,2002,8,4,17,2355000,1897000
78703,2002,9,2,11,170000,235694
78703,2002,10,6,18,2097850,1367105
78703,2002,11,3,18,380000,811275
78703,2002,12,4,9,799000,556500
78703,2003,1,2,16,49300,616900
78703,2003,2,5,4,1112000,248450
78703,2003,3,4,16,1415850,1576580
78703,2003,4,5,13,1280000,617475
78703,2003,5,5,15,277032,651695
78703,2003,6,4,17,835000,1617483
78703,2003,7,0,10,0,658891
78703,2003,8,9,13,2578500,1832222
78703,2003,9,6,11,828106,780395
78703,2003,10,3,12,915000,1063210
78703,2003,11,3,10,841255,578250
78703,2003,12,2,8,502275,429051
78703,2004,1,10,11,2213522,791000
78703,2004,2,4,9,1457865,551200
78703,2004,3,2,18,500530,1304880
78703,2004,4,7,25,1419682,1148234
78703,2004,5,7,15,1835958,1334100
78703,2004,6,4,18,1308200,2179384
78703,2004,7,3,9,531850,337838
78703,2004,8,3,10,894000,794000
78703,2004,9,7,10,590800,282510
78703,2004,10,3,9,1108402,767950
78703,2004,11,3,15,1262000,1027608
78703,2004,12,3,8,1404000,2203044
78703,2005,1,3,12,1050000,1621830
78703,2005,2,6,13,1028000,1841584
78703,2005,3,7,17,1688110,1036304
78703,2005,4,10,13,1952737,892932
78703,2005,5,6,21,1825733,1733350
78703,2005,6,11,12,3444850,1621628
78703,2005,7,7,21,1903070,1650434
78703,2005,8,7,12,1530000,913305
78703,2005,9,9,7,3279900,194600
78703,2005,10,5,19,2505000,1358478
78703,2005,11,11,13,2624045,1079942
78703,2005,12,12,13,3335000,2174765
78703,2006,1,4,11,1085500,689900
78703,2006,2,14,25,5033968,2414515
78703,2006,3,7,22,2157900,1014258
78703,2006,4,1,14,250000,336197
78703,2006,5,7,19,1443000,1523350
78703,2006,6,9,18,3406800,1521101
78703,2006,7,3,18,743000,904350
78703,2006,8,10,12,2634918,673894
78703,2006,9,11,20,4117000,1605575
78703,2006,10,7,15,3065000,409400
78703,2006,11,8,8,1750000,600247
78703,2006,12,3,16,875000,1399505
78703,2007,1,3,5,2428509,715000
78703,2007,2,9,19,4134370,1826211
78703,2007,3,14,18,5188432,1086455
78703,2007,4,6,17,587270,322400
78703,2007,5,9,10,2158000,706902
78703,2007,6,3,17,194000,748900
78703,2007,7,6,17,1146760,1048485
78703,2007,8,13,18,2844500,1458600
78703,2007,9,4,14,896820,1627700
78703,2007,10,6,18,665246,1521775
78703,2007,11,3,18,470000,1068100
78703,2007,12,10,10,2813105,296500
78703,2008,1,5,12,600000,1125654
78703,2008,2,6,19,1963415,1550251
78703,2008,3,11,11,2161000,391803
78703,2008,4,8,28,1563825,1913084
78703,2008,5,10,21,2718000,1055019
78703,2008,6,13,34,2960000,881094
78703,2008,7,9,42,1608000,1600021
78703,2008,8,2,27,166000,1129409
78703,2008,9,5,29,1559713,1080873
78703,2008,10,7,32,884332,1889937
78703,2008,11,5,16,578000,1151460
78703,2008,12,6,16,3632000,1142114
78703,2009,1,4,25,355000,804579
78703,2009,2,5,24,1485000,1523984
78703,2009,3,6,35,1321315,1230571
78703,2009,4,3,24,324800,1051195
78703,2009,5,8,21,1005000,632759
78703,2009,6,7,27,649755,1414975
78703,2009,7,3,32,110823,868349
78703,2009,8,4,31,474000,895877
78703,2009,9,7,24,1783320,1026751
78703,2009,10,7,28,1633100,1189769
78703,2009,11,6,22,789500,1521001
78703,2009,12,4,25,1755000,388743
78703,2010,1,5,17,913000,1379698
78703,2010,2,2,33,93000,1060817
78703,2010,3,8,26,1180000,1836247
78703,2010,4,9,35,1093500,1046978
78703,2010,5,6,16,160017,583172
78703,2010,6,12,35,1835900,1387229
78703,2010,7,11,27,5467600,922164
78703,2010,8,3,28,214000,788960
78703,2010,9,10,28,1862537,479400
78703,2010,10,12,24,2026000,3710757
78703,2010,11,3,27,214500,1040274
78703,2010,12,13,37,2182750,1633748
78703,2011,1,7,25,1090000,493093
78703,2011,2,9,26,1201410,2846895
78703,2011,3,12,32,2653150,1077340
78703,2011,4,8,44,1566500,1607143
78703,2011,5,11,37,887929,1222673
78703,2011,6,10,29,2079063,1052638
78703,2011,7,10,38,2755000,1128364
78703,2011,8,6,37,224158,1463479
78703,2011,9,10,33,1739500,1887520
78703,2011,10,8,27,1643915,916394
78703,2011,11,19,36,1459500,989041
78703,2011,12,5,25,1398000,566516
78703,2012,1,13,30,1779272,960733
78703,2012,2,7,30,1052860,678692
78703,2012,3,8,35,1687800,752149
78703,2012,4,18,31,3091200,1290365
78703,2012,5,18,43,3347500,1551473
78703,2012,6,5,37,1512500,572607
78703,2012,7,13,35,1837500,1809311
78703,2012,8,10,29,1203430,1803955
78703,2012,9,14,33,3952548,1213409
78703,2012,10,20,28,1809100,914315
78703,2012,11,10,27,2149100,1387736
78703,2012,12,10,28,1288400,716157
78703,2013,1,5,17,356000,504632
78703,2013,2,9,31,2189511,2038171
78703,2013,3,12,35,1822900,1988934
78703,2013,4,19,56,5221057,1746471
78703,2013,5,10,38,2330447,1645650
78703,2013,6,6,23,1994500,726471
78703,2013,7,5,23,1036032,1345598
78703,2013,8,15,34,1992700,1530083
78703,2013,9,7,33,2819005,2249442
78703,2013,10,11,30,2233000,889121
78703,2013,11,7,30,2161900,1224082
78703,2013,12,11,15,2486643,490940
78703,2014,1,12,24,2794682,1619634
78703,2014,2,5,22,2095000,2014121
78703,2014,3,6,31,838450,1670424
78703,2014,4,16,29,6242941,1499714
78703,2014,5,19,34,6026034,2202893
78703,2014,6,11,30,3021363,2021345
78703,2014,7,17,37,3304816,3390894
78703,2014,8,12,27,2297000,5973909
78703,2014,9,12,26,3070500,2460920
78703,2014,10,18,30,5872555,2765206
78703,2014,11,9,18,2190885,969161
78703,2014,12,8,24,2311500,702191
78703,2015,1,17,24,2919400,1366656
78703,2015,2,11,35,2021500,3193575
78703,2015,3,24,23,7705745,1665588
78703,2015,4,13,35,2694000,1957808
78703,2015,5,9,25,1593314,620300
78703,2015,6,10,30,2335600,3002700
78703,2015,7,13,37,1565332,4520534
78703,2015,8,9,31,2065000,2114398
78703,2015,9,16,24,2531097,1963187
78703,2015,10,11,31,2910773,3618876
78703,2015,11,14,25,3891360,2227720
78703,2015,12,7,19,1498376,1134322
78703,2016,1,13,36,4114500,4455940
78703,2016,2,6,11,515000,1330681
78703,2016,3,10,21,6661300,2020755
78703,2016,4,10,19,3160190,3976292
78703,2016,5,15,27,10330397,1379612
78703,2016,6,16,25,4300000,1765654
78703,2016,7,8,22,1293293,1429245
78703,2016,8,13,37,1378500,2767118
78703,2016,9,8,30,2835000,2560236
78703,2016,10,14,17,4968000,1320900
78703,2016,11,12,29,2525000,3281032
78703,2016,12,8,17,1733500,1225200
78703,2017,1,17,27,2918364,2059838
78703,2017,2,11,20,2438500,691791
78703,2017,3,12,28,2620000,2526620
78703,2017,4,6,19,1035000,1771488
78703,2017,5,12,34,2082000,944143
78703,2017,6,5,31,2959112,4050168
78703,2017,7,12,20,4216999,3959115
78703,2017,8,10,29,2263763,991258
78703,2017,9,6,21,904139,934200
78703,2017,10,9,13,4295000,605790
78703,2017,11,12,19,1712500,1880826
78703,2017,12,7,24,1404750,1820485
78703,2018,1,14,29,4214250,2682855
78703,2018,2,10,23,1934200,632632
78703,2018,3,13,35,4325395,4764882
78703,2018,4,35,20,10390000,1718881
78703,2018,5,12,28,7644641,1683790
78704,1996,1,5,6,621416,124986
78704,1996,2,20,9,289984,168950
78704,1996,3,14,6,1185015,51450
78704,1996,4,2,8,153000,130400
78704,1996,5,2,5,215000,191700
78704,1996,6,4,12,538304,129175
78704,1996,7,2,5,135291,52000
78704,1996,8,6,5,525050,115530
78704,1996,9,7,13,608894,196450
78704,1996,10,11,13,1397375,169850
78704,1996,11,6,7,938900,52300
78704,1996,12,2,6,385970,33544
78704,1997,1,5,8,383539,122975
78704,1997,2,7,11,488455,204618
78704,1997,3,1,13,25000,293159
78704,1997,4,5,14,385000,229050
78704,1997,5,3,12,219000,376955
78704,1997,6,0,6,0,123300
78704,1997,7,6,9,752600,81570
78704,1997,8,0,9,0,57050
78704,1997,9,0,9,0,292261
78704,1997,10,3,7,135940,108300
78704,1997,11,1,4,71800,40550
78704,1997,12,2,6,205000,110900
78704,1998,1,6,10,389000,47701
78704,1998,2,2,7,427192,217340
78704,1998,3,0,11,0,71150
78704,1998,4,3,7,210000,124500
78704,1998,5,1,9,75000,148044
78704,1998,6,1,11,85000,156500
78704,1998,7,0,9,0,88344
78704,1998,8,2,3,147000,82000
78704,1998,9,3,10,153000,79874
78704,1998,10,0,7,0,105844
78704,1998,11,1,9,75000,324000
78704,1998,12,1,8,75000,203600
78704,1999,1,2,12,86000,342404
78704,1999,2,0,12,0,203990
78704,1999,3,2,7,137500,92069
78704,1999,4,9,13,968575,160850
78704,1999,5,3,10,268000,220694
78704,1999,6,2,6,160000,211500
78704,1999,7,5,5,724290,81800
78704,1999,8,6,9,555000,352138
78704,1999,9,9,9,608100,164582
78704,1999,10,1,6,69420,81120
78704,1999,11,7,9,803350,345800
78704,1999,12,8,7,984095,66000
78704,2000,1,3,9,425000,158394
78704,2000,2,10,11,121950,167732
78704,2000,3,17,8,894050,262799
78704,2000,4,7,12,1070183,406600
78704,2000,5,9,7,820462,59800
78704,2000,6,8,10,878836,365827
78704,2000,7,14,3,478620,163000
78704,2000,8,19,7,2408525,127200
78704,2000,9,3,5,345250,52005
78704,2000,10,15,9,1467564,154644
78704,2000,11,5,8,488000,210681
78704,2000,12,6,5,532796,178700
78704,2001,1,8,12,832208,486144
78704,2001,2,10,6,1826563,120900
78704,2001,3,4,7,69000,242944
78704,2001,4,6,5,1238719,117862
78704,2001,5,2,9,330000,417500
78704,2001,6,4,7,714760,275771
78704,2001,7,2,8,355969,130044
78704,2001,8,2,10,270000,205923
78704,2001,9,5,4,646150,121600
78704,2001,10,1,7,25000,926000
78704,2001,11,0,4,0,109500
78704,2001,12,0,7,0,187600
78704,2002,1,4,7,514796,158650
78704,2002,2,3,11,626185,260146
78704,2002,3,9,8,1857371,153344
78704,2002,4,5,13,974000,380571
78704,2002,5,4,8,518500,219350
78704,2002,6,3,8,363000,136900
78704,2002,7,5,9,615565,177250
78704,2002,8,7,6,734500,257700
78704,2002,9,1,7,0,195900
78704,2002,10,1,12,85000,438204
78704,2002,11,3,5,268216,282035
78704,2002,12,3,9,423366,296900
78704,2003,1,4,13,446000,342568
78704,2003,2,1,7,110000,364144
78704,2003,3,10,9,1496500,155750
78704,2003,4,5,11,645000,123965
78704,2003,5,9,16,1018536,548744
78704,2003,6,8,11,994360,376744
78704,2003,7,7,15,450578,525500
78704,2003,8,8,11,1258869,290600
78704,2003,9,1,8,144840,153280
78704,2003,10,2,11,166000,295550
78704,2003,11,12,9,1465862,217800
78704,2003,12,7,6,780540,60294
78704,2004,1,10,17,1061412,923747
78704,2004,2,6,9,541800,346182
78704,2004,3,16,16,2593077,220969
78704,2004,4,15,12,1559286,285200
78704,2004,5,8,13,1745250,664365
78704,2004,6,12,14,1516200,216388
78704,2004,7,11,11,1564206,801350
78704,2004,8,11,10,1576774,521068
78704,2004,9,9,13,1249588,665411
78704,2004,10,0,14,0,532105
78704,2004,11,9,11,1032494,331600
78704,2004,12,9,10,819000,312600
78704,2005,1,6,28,543058,655827
78704,2005,2,6,13,325000,344924
78704,2005,3,5,19,737000,669568
78704,2005,4,5,20,795100,643200
78704,2005,5,9,18,1427500,684034
78704,2005,6,29,21,4250250,579231
78704,2005,7,8,12,1280632,281400
78704,2005,8,5,21,853512,851229
78704,2005,9,9,24,1261953,557050
78704,2005,10,18,21,3947822,539163
78704,2005,11,11,21,1516500,652025
78704,2005,12,8,6,1703560,635000
78704,2006,1,17,25,3821560,1230350
78704,2006,2,13,31,2955400,1838657
78704,2006,3,13,30,3175754,820820
78704,2006,4,6,16,737585,1002489
78704,2006,5,6,37,1958500,1129492
78704,2006,6,6,34,505000,1143511
78704,2006,7,12,25,2337000,824586
78704,2006,8,5,18,961329,653550
78704,2006,9,11,27,2603680,960834
78704,2006,10,7,20,2532510,634564
78704,2006,11,4,9,856000,141025
78704,2006,12,9,19,2165000,886808
78704,2007,1,8,20,2145800,1050650
78704,2007,2,1,14,395000,922218
78704,2007,3,13,33,2374250,1062700
78704,2007,4,18,29,2478100,1213707
78704,2007,5,6,15,831947,504048
78704,2007,6,3,17,535000,844768
78704,2007,7,7,24,1206300,1668373
78704,2007,8,11,27,2785775,740704
78704,2007,9,14,19,2402875,548278
78704,2007,10,12,31,2924440,736550
78704,2007,11,9,19,1765000,968793
78704,2007,12,7,19,1063000,609540
78704,2008,1,14,11,2209200,289672
78704,2008,2,6,20,1056000,1270280
78704,2008,3,29,14,4414900,281174
78704,2008,4,6,33,1165000,977062
78704,2008,5,14,23,2281499,1291866
78704,2008,6,7,27,1266650,718401
78704,2008,7,9,36,1442000,1329479
78704,2008,8,9,31,625100,824945
78704,2008,9,10,31,1340500,537230
78704,2008,10,7,32,1671000,793829
78704,2008,11,1,25,50000,789744
78704,2008,12,1,18,8000,407762
78704,2009,1,12,26,3758990,334822
78704,2009,2,4,28,430000,681722
78704,2009,3,1,8,169300,447758
78704,2009,4,5,19,1165000,605050
78704,2009,5,3,28,142000,400602
78704,2009,6,13,33,1622750,512949
78704,2009,7,9,23,1383000,482032
78704,2009,8,2,27,2003048,341518
78704,2009,9,6,28,776750,1117220
78704,2009,10,20,23,3097190,372516
78704,2009,11,7,23,974160,411359
78704,2009,12,9,18,850000,195700
78704,2010,1,5,22,652800,301562
78704,2010,2,5,25,582500,464553
78704,2010,3,7,31,1349000,836906
78704,2010,4,11,39,959079,944211
78704,2010,5,17,31,2214012,540353
78704,2010,6,6,45,564682,2032140
78704,2010,7,10,25,1476440,757223
78704,2010,8,9,38,1095450,899515
78704,2010,9,8,29,781600,513712
78704,2010,10,7,41,449400,724231
78704,2010,11,8,34,1366000,393420
78704,2010,12,23,33,1976600,825082
78704,2011,1,6,28,467450,288486
78704,2011,2,4,23,859909,556914
78704,2011,3,13,40,863000,526397
78704,2011,4,19,30,3483900,880330
78704,2011,5,15,45,1861912,795287
78704,2011,6,32,48,3809200,802027
78704,2011,7,25,33,3182844,566940
78704,2011,8,3,40,740000,1653103
78704,2011,9,15,36,2065500,941096
78704,2011,10,15,35,1981899,1033192
78704,2011,11,8,25,1012754,1157229
78704,2011,12,17,28,3147472,483250
78704,2012,1,12,29,1837000,605900
78704,2012,2,17,45,2536604,537481
78704,2012,3,29,31,4373184,512224
78704,2012,4,15,31,2119000,824353
78704,2012,5,23,41,3697056,955557
78704,2012,6,13,40,2210450,714073
78704,2012,7,20,36,3534900,1100326
78704,2012,8,11,29,2503587,1020513
78704,2012,9,21,29,6005777,1019816
78704,2012,10,8,24,839250,644678
78704,2012,11,13,31,1749500,1157086
78704,2012,12,4,34,487000,408268
78704,2013,1,10,37,1229220,687219
78704,2013,2,8,38,735900,1021513
78704,2013,3,11,34,2296123,1650735
78704,2013,4,31,43,5965859,2138197
78704,2013,5,18,53,9541070,2294785
78704,2013,6,12,37,2757686,1343737
78704,2013,7,17,30,2597027,859913
78704,2013,8,26,32,4573900,1248813
78704,2013,9,16,31,3085268,1001719
78704,2013,10,9,34,1466493,954446
78704,2013,11,7,40,810329,879803
78704,2013,12,16,22,3327561,631065
78704,2014,1,20,24,3800829,1053211
78704,2014,2,13,39,1751215,1283103
78704,2014,3,23,36,6610665,1028168
78704,2014,4,25,44,3710073,848093
78704,2014,5,17,31,3420410,1145199
78704,2014,6,19,33,3576000,955271
78704,2014,7,22,26,3474770,943024
78704,2014,8,13,19,2392064,637790
78704,2014,9,16,41,3806914,948795
78704,2014,10,34,43,5174153,758608
78704,2014,11,14,38,2599188,1086916
78704,2014,12,16,30,3474779,5614121
78704,2015,1,25,29,3879067,597715
78704,2015,2,32,28,6964684,941206
78704,2015,3,32,32,5953910,2370093
78704,2015,4,23,30,4030260,816054
78704,2015,5,20,39,3719510,971486
78704,2015,6,23,46,3381860,1532655
78704,2015,7,24,36,6494383,931078
78704,2015,8,16,35,3342778,1225023
78704,2015,9,17,38,3207000,1424882
78704,2015,10,30,35,7796033,1064912
78704,2015,11,18,27,3130000,645790
78704,2015,12,33,26,8161640,1207787
78704,2016,1,17,34,3716879,1936069
78704,2016,2,20,30,3623820,2403831
78704,2016,3,20,102,3973692,2411212
78704,2016,4,15,33,2189500,1276736
78704,2016,5,26,103,6997000,1006471
78704,2016,6,43,35,12928685,961517
78704,2016,7,10,30,1874600,1028200
78704,2016,8,13,53,3147851,1920858
78704,2016,9,20,36,4301500,922936
78704,2016,10,25,24,3944130,2483121
78704,2016,11,17,53,2306730,1385312
78704,2016,12,25,33,5154500,1251371
78704,2017,1,20,21,3821960,1142037
78704,2017,2,24,35,5619750,1598995
78704,2017,3,45,49,8834930,1692472
78704,2017,4,20,22,5990892,598403
78704,2017,5,15,27,3812800,1132131
78704,2017,6,18,31,3758990,909318
78704,2017,7,47,33,8857100,1251403
78704,2017,8,34,35,7224000,1150173
78704,2017,9,30,41,5980230,1854127
78704,2017,10,30,30,5064458,943357
78704,2017,11,46,30,11346836,1660126
78704,2017,12,14,29,1767000,1383400
78704,2018,1,49,41,8509831,1427935
78704,2018,2,28,32,5228460,1435856
78704,2018,3,29,47,5972820,1274336
78704,2018,4,19,34,4797788,1105055
78704,2018,5,27,32,6500200,20932708
78705,1996,1,0,3,0,41920
78705,1996,2,0,4,0,208408
